TS,HR Raw,Smile,Raise Brow,Clench,Normalized HR,Pleasure,Arousal
2019.04.01.19.13.37,130,0.056774118,0.646989184,0.839691843,0.546153846,0.340901315,0.529699826
2019.04.01.19.13.37,130,0.668544784,0.625557909,0.811762075,0.538461538,0.639542852,0.641105982
2019.04.01.19.13.38,129,0.668544784,0.625557909,0.811762075,0.538461538,0.639542852,0.641105982
2019.04.01.19.13.38,129,0.932673819,0.742523891,0.941405178,0.530769231,0.793960586,0.720459468
2019.04.01.19.13.39,128,0.932673819,0.742523891,0.941405178,0.530769231,0.793960586,0.720459468
2019.04.01.19.13.39,128,0.2272236,0.051059297,0.343206092,0.623076923,0.339961416,0.475877717
2019.04.01.19.13.40,140,0.2272236,0.051059297,0.343206092,0.623076923,0.339961416,0.475877717
2019.04.01.19.13.40,140,0.561718324,0.617267664,0.078262142,0.507692308,0.502719835,0.490425137
2019.04.01.19.13.41,125,0.561718324,0.617267664,0.078262142,0.507692308,0.502719835,0.490425137
2019.04.01.19.13.41,125,0.911752008,0.980581977,0.1220276,0.453846154,0.702290808,0.571020432
2019.04.01.19.13.42,118,0.911752008,0.980581977,0.1220276,0.453846154,0.702290808,0.571020432
2019.04.01.19.13.42,118,0.339601923,0.200851185,0.917375044,0.338461538,0.383162046,0.428688683
2019.04.01.19.13.43,103,0.339601923,0.200851185,0.917375044,0.338461538,0.383162046,0.428688683
2019.04.01.19.13.43,103,0.485485519,0.742636014,0.621231924,0.5,0.529129553,0.564545494
2019.04.01.19.13.44,124,0.485485519,0.742636014,0.621231924,0.5,0.529129553,0.564545494
2019.04.01.19.13.44,124,0.550095677,0.427553598,0.876034654,0.569230769,0.576175894,0.625718155
2019.04.01.19.13.45,133,0.550095677,0.427553598,0.876034654,0.569230769,0.576175894,0.625718155
2019.04.01.19.13.45,133,0.372093466,0.838516286,0.044297359,0.553846154,0.440481943,0.497222618
2019.04.01.19.13.46,131,0.372093466,0.838516286,0.044297359,0.553846154,0.440481943,0.497222618
2019.04.01.19.13.46,131,0.456628044,0.434071651,0.378079008,0.538461538,0.471067549,0.514521548
2019.04.01.19.13.47,129,0.456628044,0.434071651,0.378079008,0.538461538,0.471067549,0.514521548
2019.04.01.19.13.47,129,0.897260544,0.411686717,0.062909291,0.438461538,0.627628334,0.493134097
2019.04.01.19.13.48,116,0.897260544,0.411686717,0.062909291,0.438461538,0.627628334,0.493134097
2019.04.01.19.13.48,116,0.459913414,0.048693337,0.745679476,0.453846154,0.445547834,0.48101163
2019.04.01.19.13.49,118,0.459913414,0.048693337,0.745679476,0.453846154,0.445547834,0.48101163
2019.04.01.19.13.49,118,0.87856006,0.183593748,0.365524118,0.569230769,0.664961047,0.590438466
2019.04.01.19.13.50,133,0.87856006,0.183593748,0.365524118,0.569230769,0.664961047,0.590438466
2019.04.01.19.13.50,133,0.910138827,0.416357409,0.464987604,0.338461538,0.644742376,0.49648857
2019.04.01.19.13.51,103,0.910138827,0.416357409,0.464987604,0.338461538,0.644742376,0.49648857
2019.04.01.19.13.51,103,0.416104927,0.973558356,0.434838003,0.584615385,0.524276715,0.596571752
2019.04.01.19.13.52,135,0.416104927,0.973558356,0.434838003,0.584615385,0.524276715,0.596571752
2019.04.01.19.13.52,135,0.653969505,0.429520642,0.86359549,0.338461538,0.557834827,0.506362212
2019.04.01.19.13.53,103,0.653969505,0.429520642,0.86359549,0.338461538,0.557834827,0.506362212
2019.04.01.19.13.53,103,0.781140764,0.800886405,0.026658947,0.384615385,0.588709533,0.471084866
2019.04.01.19.13.54,109,0.781140764,0.800886405,0.026658947,0.384615385,0.588709533,0.471084866
2019.04.01.19.13.54,109,0.180844715,0.294367473,0.77520185,0.338461538,0.298917752,0.384962891
2019.04.01.19.13.55,103,0.180844715,0.294367473,0.77520185,0.338461538,0.298917752,0.384962891
2019.04.01.19.13.55,103,0.580683431,0.069402875,0.1359818,0.546153846,0.474726337,0.471166551
2019.04.01.19.13.56,130,0.580683431,0.069402875,0.1359818,0.546153846,0.474726337,0.471166551
2019.04.01.19.13.56,130,0.156269364,0.647886197,0.150968248,0.592307692,0.335712434,0.474072345
2019.04.01.19.13.57,136,0.156269364,0.647886197,0.150968248,0.592307692,0.335712434,0.474072345
2019.04.01.19.13.57,136,0.568232079,0.333402567,0.873111106,0.623076923,0.591690484,0.651799492
2019.04.01.19.13.58,140,0.568232079,0.333402567,0.873111106,0.623076923,0.591690484,0.651799492
2019.04.01.19.13.58,140,0.425718637,0.767325813,0.414629899,0.538461538,0.492593351,0.547147717
2019.04.01.19.13.59,129,0.425718637,0.767325813,0.414629899,0.538461538,0.492593351,0.547147717
2019.04.01.19.13.59,129,0.98738293,0.710341502,0.087758423,0.484615385,0.718886073,0.57244373
2019.04.01.19.14.00,122,0.98738293,0.710341502,0.087758423,0.484615385,0.718886073,0.57244373
2019.04.01.19.14.00,122,0.437182127,0.039963848,0.544479842,0.476923077,0.420112355,0.459258633
2019.04.01.19.14.01,121,0.437182127,0.039963848,0.544479842,0.476923077,0.420112355,0.459258633
2019.04.01.19.14.01,121,0.04755759,0.382360254,0.763301586,0.369230769,0.24911421,0.383781243
2019.04.01.19.14.02,107,0.04755759,0.382360254,0.763301586,0.369230769,0.24911421,0.383781243
2019.04.01.19.14.02,107,0.728542265,0.611078239,0.187510819,0.607692308,0.626437731,0.599558284
2019.04.01.19.14.03,138,0.728542265,0.611078239,0.187510819,0.607692308,0.626437731,0.599558284
2019.04.01.19.14.03,138,0.581534423,0.013371068,0.777123664,0.607692308,0.552124377,0.598827926
2019.04.01.19.14.04,138,0.581534423,0.013371068,0.777123664,0.607692308,0.552124377,0.598827926
2019.04.01.19.14.04,138,0.284329547,0.005639502,0.3739481,0.453846154,0.31627738,0.385829767
2019.04.01.19.14.05,118,0.284329547,0.005639502,0.3739481,0.453846154,0.31627738,0.385829767
2019.04.01.19.14.05,118,0.657590465,0.081899562,0.881405403,0.346153846,0.528971883,0.479611167
2019.04.01.19.14.06,104,0.657590465,0.081899562,0.881405403,0.346153846,0.528971883,0.479611167
2019.04.01.19.14.06,104,0.769103655,0.588896273,0.910287555,0.623076923,0.721393287,0.723099645
2019.04.01.19.14.07,140,0.769103655,0.588896273,0.910287555,0.623076923,0.721393287,0.723099645
2019.04.01.19.14.07,140,0.325488629,0.0166497,0.795282842,0.523076923,0.400860646,0.499901276
2019.04.01.19.14.08,127,0.325488629,0.0166497,0.795282842,0.523076923,0.400860646,0.499901276
2019.04.01.19.14.08,127,0.109183831,0.937420742,0.266997666,0.592307692,0.352726064,0.511013106
2019.04.01.19.14.09,136,0.109183831,0.937420742,0.266997666,0.592307692,0.352726064,0.511013106
2019.04.01.19.14.09,136,0.050404744,0.62089677,0.899225463,0.453846154,0.313368442,0.479362138
2019.04.01.19.14.10,118,0.050404744,0.62089677,0.899225463,0.453846154,0.313368442,0.479362138
2019.04.01.19.14.10,118,0.597814911,0.657650292,0.13064277,0.569230769,0.548505992,0.546462889
2019.04.01.19.14.11,133,0.597814911,0.657650292,0.13064277,0.569230769,0.548505992,0.546462889
2019.04.01.19.14.11,133,0.184123428,0.50497984,0.990386346,0.384615385,0.356982948,0.466649852
2019.04.01.19.14.12,109,0.184123428,0.50497984,0.990386346,0.384615385,0.356982948,0.466649852
2019.04.01.19.14.12,109,0.585695114,0.076293332,0.027733972,0.446153846,0.437096441,0.39662076
2019.04.01.19.14.13,117,0.585695114,0.076293332,0.027733972,0.446153846,0.437096441,0.39662076
2019.04.01.19.14.13,117,0.739731887,0.198417654,0.069476272,0.430769231,0.525886105,0.436671122
2019.04.01.19.14.14,115,0.739731887,0.198417654,0.069476272,0.430769231,0.525886105,0.436671122
2019.04.01.19.14.14,115,0.783917465,0.33790804,0.718164711,0.561538462,0.666027546,0.635222081
2019.04.01.19.14.15,132,0.783917465,0.33790804,0.718164711,0.561538462,0.666027546,0.635222081
2019.04.01.19.14.15,132,0.34575391,0.136920583,0.500152351,0.569230769,0.407353479,0.499404155
2019.04.01.19.14.16,133,0.34575391,0.136920583,0.500152351,0.569230769,0.407353479,0.499404155
2019.04.01.19.14.16,133,0.692455188,0.819927012,0.776050058,0.338461538,0.607363763,0.539968171
2019.04.01.19.14.17,103,0.692455188,0.819927012,0.776050058,0.338461538,0.607363763,0.539968171
2019.04.01.19.14.17,103,0.612083898,0.874267651,0.291535631,0.538461538,0.584160739,0.576650812
2019.04.01.19.14.18,129,0.612083898,0.874267651,0.291535631,0.538461538,0.584160739,0.576650812
2019.04.01.19.14.18,129,0.043889471,0.638054155,0.86175228,0.6,0.351925379,0.561846152
2019.04.01.19.14.19,137,0.043889471,0.638054155,0.86175228,0.6,0.351925379,0.561846152
2019.04.01.19.14.19,137,0.035532385,0.320436793,0.553528981,0.584615385,0.280547386,0.472948734
2019.04.01.19.14.20,135,0.035532385,0.320436793,0.553528981,0.584615385,0.280547386,0.472948734
2019.04.01.19.14.20,135,0.555115727,0.993986943,0.748160225,0.330769231,0.55100335,0.521107412
2019.04.01.19.14.21,102,0.555115727,0.993986943,0.748160225,0.330769231,0.55100335,0.521107412
2019.04.01.19.14.21,102,0.716617023,0.630312297,0.696942998,0.4,0.611034041,0.550896084
2019.04.01.19.14.22,111,0.716617023,0.630312297,0.696942998,0.4,0.611034041,0.550896084
2019.04.01.19.14.22,111,0.011237412,0.567918438,0.774206132,0.576923077,0.312908086,0.521324092
2019.04.01.19.14.23,134,0.011237412,0.567918438,0.774206132,0.576923077,0.312908086,0.521324092
2019.04.01.19.14.23,134,0.451502101,0.361351685,0.17357174,0.569230769,0.450012624,0.494009811
2019.04.01.19.14.24,133,0.451502101,0.361351685,0.17357174,0.569230769,0.450012624,0.494009811
2019.04.01.19.14.24,133,0.51632312,0.531558216,0.286212223,0.353846154,0.44609245,0.411659971
2019.04.01.19.14.25,105,0.51632312,0.531558216,0.286212223,0.353846154,0.44609245,0.411659971
2019.04.01.19.14.25,105,0.803688157,0.790910784,0.992598289,0.392307692,0.697887294,0.624103069
2019.04.01.19.14.26,110,0.803688157,0.790910784,0.992598289,0.392307692,0.697887294,0.624103069
2019.04.01.19.14.26,110,0.043784147,0.06021837,0.225720971,0.515384615,0.205101392,0.357867581
2019.04.01.19.14.27,126,0.043784147,0.06021837,0.225720971,0.515384615,0.205101392,0.357867581
2019.04.01.19.14.27,126,0.622243584,0.533668194,0.919343807,0.338461538,0.557961454,0.51879403
2019.04.01.19.14.28,103,0.622243584,0.533668194,0.919343807,0.338461538,0.557961454,0.51879403
2019.04.01.19.14.28,103,0.617923809,0.628375049,0.99781939,0.323076923,0.568504425,0.529941329
2019.04.01.19.14.29,101,0.617923809,0.628375049,0.99781939,0.323076923,0.568504425,0.529941329
2019.04.01.19.14.29,101,0.83170246,0.082763798,0.20130228,0.407692308,0.56656553,0.449427598
2019.04.01.19.14.30,112,0.83170246,0.082763798,0.20130228,0.407692308,0.56656553,0.449427598
2019.04.01.19.14.30,112,0.335282068,0.082825503,0.095733059,0.407692308,0.307804583,0.334314307
2019.04.01.19.14.31,112,0.335282068,0.082825503,0.095733059,0.407692308,0.307804583,0.334314307
2019.04.01.19.14.31,112,0.776073737,0.880735357,0.554300334,0.469230769,0.672309669,0.607971795
2019.04.01.19.14.32,120,0.776073737,0.880735357,0.554300334,0.469230769,0.672309669,0.607971795
2019.04.01.19.14.32,120,0.111666485,0.320869877,0.554114399,0.453846154,0.279485516,0.409845137
2019.04.01.19.14.33,118,0.111666485,0.320869877,0.554114399,0.453846154,0.279485516,0.409845137
2019.04.01.19.14.33,118,0.597555609,0.962168968,0.842670488,0.5,0.62926175,0.642128592
2019.04.01.19.14.34,124,0.597555609,0.962168968,0.842670488,0.5,0.62926175,0.642128592
2019.04.01.19.14.34,124,0.278301292,0.268786899,0.883702113,0.361538462,0.362861086,0.432017342
2019.04.01.19.14.35,106,0.278301292,0.268786899,0.883702113,0.361538462,0.362861086,0.432017342
2019.04.01.19.14.35,106,0.545822925,0.503054829,0.059636184,0.623076923,0.516103641,0.542261649
2019.04.01.19.14.36,140,0.545822925,0.503054829,0.059636184,0.623076923,0.516103641,0.542261649
2019.04.01.19.14.36,140,0.92877186,0.074626801,0.697877044,0.584615385,0.71702093,0.64866784
2019.04.01.19.14.37,135,0.92877186,0.074626801,0.697877044,0.584615385,0.71702093,0.64866784
2019.04.01.19.14.37,135,0.957713959,0.514887155,3.15E-04,0.561538462,0.698838748,0.580001856
2019.04.01.19.14.38,132,0.957713959,0.514887155,3.15E-04,0.561538462,0.698838748,0.580001856
2019.04.01.19.14.38,132,0.572876077,0.99652986,0.213475335,0.592307692,0.585130866,0.601634117
2019.04.01.19.14.39,136,0.572876077,0.99652986,0.213475335,0.592307692,0.585130866,0.601634117
2019.04.01.19.14.39,136,0.162147401,0.186267633,0.295764062,0.607692308,0.311584562,0.460036237
2019.04.01.19.14.40,138,0.162147401,0.186267633,0.295764062,0.607692308,0.311584562,0.460036237
2019.04.01.19.14.40,138,0.429228596,0.571428129,0.611840354,0.346153846,0.4367873,0.442456893
2019.04.01.19.14.41,104,0.429228596,0.571428129,0.611840354,0.346153846,0.4367873,0.442456893
2019.04.01.19.14.41,104,0.600852049,0.952343294,0.974523553,0.330769231,0.592343479,0.560044811
2019.04.01.19.14.42,102,0.600852049,0.952343294,0.974523553,0.330769231,0.592343479,0.560044811
2019.04.01.19.14.42,102,0.736285173,0.991416109,0.440081116,0.376923077,0.624369232,0.538564659
2019.04.01.19.14.43,108,0.736285173,0.991416109,0.440081116,0.376923077,0.624369232,0.538564659
2019.04.01.19.14.43,108,0.028758043,0.82858544,0.315558377,0.5,0.278793403,0.435943909
2019.04.01.19.14.44,124,0.028758043,0.82858544,0.315558377,0.5,0.278793403,0.435943909
2019.04.01.19.14.44,124,0.227584487,0.152058365,0.707965351,0.592307692,0.377486923,0.522302152
2019.04.01.19.14.45,136,0.227584487,0.152058365,0.707965351,0.592307692,0.377486923,0.522302152
2019.04.01.19.14.45,136,0.574819339,0.994682936,0.159449396,0.607692308,0.585130595,0.602964955
2019.04.01.19.14.46,138,0.574819339,0.994682936,0.159449396,0.607692308,0.585130595,0.602964955
2019.04.01.19.14.46,138,0.576433443,0.397782491,0.56682584,0.607692308,0.566985247,0.604704198
2019.04.01.19.14.47,138,0.576433443,0.397782491,0.56682584,0.607692308,0.566985247,0.604704198
2019.04.01.19.14.47,138,0.740757949,0.949195679,0.264381979,0.561538462,0.660198279,0.619651531
2019.04.01.19.14.48,132,0.740757949,0.949195679,0.264381979,0.561538462,0.660198279,0.619651531
2019.04.01.19.14.48,132,0.455032585,0.377990646,0.202737233,0.338461538,0.387127542,0.36229309
2019.04.01.19.14.49,103,0.455032585,0.377990646,0.202737233,0.338461538,0.387127542,0.36229309
2019.04.01.19.14.49,103,0.011663421,0.310570812,0.423838473,0.407692308,0.201580332,0.341580921
2019.04.01.19.14.50,112,0.011663421,0.310570812,0.423838473,0.407692308,0.201580332,0.341580921
2019.04.01.19.14.50,112,0.807289782,0.864608913,0.97331804,0.576923077,0.76051451,0.7400704
2019.04.01.19.14.51,134,0.807289782,0.864608913,0.97331804,0.576923077,0.76051451,0.7400704
2019.04.01.19.14.51,134,0.637266086,0.42293906,0.204092612,0.338461538,0.482874672,0.403437938
2019.04.01.19.14.52,103,0.637266086,0.42293906,0.204092612,0.338461538,0.482874672,0.403437938
2019.04.01.19.14.52,103,0.018553534,0.363209804,0.527965237,0.484615385,0.243778886,0.409995704
2019.04.01.19.14.53,122,0.018553534,0.363209804,0.527965237,0.484615385,0.243778886,0.409995704
2019.04.01.19.14.53,122,0.443479912,0.144225795,0.096017351,0.561538462,0.414225809,0.454444241
2019.04.01.19.14.54,132,0.443479912,0.144225795,0.096017351,0.561538462,0.414225809,0.454444241
2019.04.01.19.14.54,132,0.281383176,0.825665269,0.612471309,0.376923077,0.397582169,0.456867705
2019.04.01.19.14.55,108,0.281383176,0.825665269,0.612471309,0.376923077,0.397582169,0.456867705
2019.04.01.19.14.55,108,0.732068186,0.025763022,0.736399116,0.553846154,0.608404153,0.591757499
2019.04.01.19.14.56,131,0.732068186,0.025763022,0.736399116,0.553846154,0.608404153,0.591757499
2019.04.01.19.14.56,131,0.709680581,0.959109247,0.438044221,0.546153846,0.658401791,0.631245982
2019.04.01.19.14.57,130,0.709680581,0.959109247,0.438044221,0.546153846,0.658401791,0.631245982
2019.04.01.19.14.57,130,0.094562428,0.087168941,0.152227186,0.353846154,0.177374673,0.26277115
2019.04.01.19.14.58,105,0.094562428,0.087168941,0.152227186,0.353846154,0.177374673,0.26277115
2019.04.01.19.14.58,105,0.418579825,0.751809706,0.376341867,0.623076923,0.509028147,0.589194369
2019.04.01.19.14.59,140,0.418579825,0.751809706,0.376341867,0.623076923,0.509028147,0.589194369
2019.04.01.19.14.59,140,0.633609074,0.115110728,0.091126709,0.353846154,0.443582127,0.364209586
2019.04.01.19.15.00,105,0.633609074,0.115110728,0.091126709,0.353846154,0.443582127,0.364209586
2019.04.01.19.15.00,105,0.102125346,0.826111355,0.619958546,0.523076923,0.35259274,0.50987614
2019.04.01.19.15.01,127,0.102125346,0.826111355,0.619958546,0.523076923,0.35259274,0.50987614
2019.04.01.19.15.01,127,0.947486667,0.49125484,0.635917695,0.407692308,0.708768279,0.578625856
2019.04.01.19.15.02,112,0.947486667,0.49125484,0.635917695,0.407692308,0.708768279,0.578625856
2019.04.01.19.15.02,112,0.631334283,0.353884059,0.788706724,0.607692308,0.612233912,0.644576656
2019.04.01.19.15.03,138,0.631334283,0.353884059,0.788706724,0.607692308,0.612233912,0.644576656
2019.04.01.19.15.03,138,0.481563231,0.870510013,0.609179306,0.492307692,0.536442855,0.570125159
2019.04.01.19.15.04,123,0.481563231,0.870510013,0.609179306,0.492307692,0.536442855,0.570125159
2019.04.01.19.15.04,123,0.778436364,0.287858397,0.258655391,0.538461538,0.605408022,0.546348344
2019.04.01.19.15.05,129,0.778436364,0.287858397,0.258655391,0.538461538,0.605408022,0.546348344
2019.04.01.19.15.05,129,0.078172879,0.987933258,0.271397858,0.461538462,0.30348109,0.432060657
2019.04.01.19.15.06,119,0.078172879,0.987933258,0.271397858,0.461538462,0.30348109,0.432060657
2019.04.01.19.15.06,119,0.938156474,0.74948145,0.681500484,0.361538462,0.720637969,0.581727589
2019.04.01.19.15.07,106,0.938156474,0.74948145,0.681500484,0.361538462,0.720637969,0.581727589
2019.04.01.19.15.07,106,0.730543071,0.496260154,0.988898433,0.315384615,0.608402779,0.533300164
2019.04.01.19.15.08,100,0.730543071,0.496260154,0.988898433,0.315384615,0.608402779,0.533300164
2019.04.01.19.15.08,100,0.363475805,0.024261611,0.176716045,0.592307692,0.379527976,0.457013344
2019.04.01.19.15.09,136,0.363475805,0.024261611,0.176716045,0.592307692,0.379527976,0.457013344
2019.04.01.19.15.09,136,0.129382974,0.940578823,0.35298717,0.461538462,0.332509625,0.44980563
2019.04.01.19.15.10,119,0.129382974,0.940578823,0.35298717,0.461538462,0.332509625,0.44980563
2019.04.01.19.15.10,119,0.806091579,0.38883588,0.3330752,0.323076923,0.572159974,0.443909338
2019.04.01.19.15.11,101,0.806091579,0.38883588,0.3330752,0.323076923,0.572159974,0.443909338
2019.04.01.19.15.11,101,0.580165063,0.408689042,0.573848045,0.592307692,0.566028548,0.598363739
2019.04.01.19.15.12,136,0.580165063,0.408689042,0.573848045,0.592307692,0.566028548,0.598363739
2019.04.01.19.15.12,136,0.980315379,0.152879491,0.789056815,0.330769231,0.683582089,0.528171086
2019.04.01.19.15.13,102,0.980315379,0.152879491,0.789056815,0.330769231,0.683582089,0.528171086
2019.04.01.19.15.13,102,0.883599523,0.780756074,0.713270601,0.446153846,0.725048583,0.62947841
2019.04.01.19.15.14,117,0.883599523,0.780756074,0.713270601,0.446153846,0.725048583,0.62947841
2019.04.01.19.15.14,117,0.584750938,0.068610474,0.145128895,0.430769231,0.442980175,0.404042108
2019.04.01.19.15.15,115,0.584750938,0.068610474,0.145128895,0.430769231,0.442980175,0.404042108
2019.04.01.19.15.15,115,0.357258167,0.886807829,0.648383266,0.553846154,0.498302039,0.589697598
2019.04.01.19.15.16,131,0.357258167,0.886807829,0.648383266,0.553846154,0.498302039,0.589697598
2019.04.01.19.15.16,131,0.573787306,0.572741458,0.697601377,0.392307692,0.531620244,0.512056429
2019.04.01.19.15.17,110,0.573787306,0.572741458,0.697601377,0.392307692,0.531620244,0.512056429
2019.04.01.19.15.17,110,0.890334931,0.059749689,0.391711371,0.538461538,0.651852033,0.565875584
2019.04.01.19.15.18,129,0.890334931,0.059749689,0.391711371,0.538461538,0.651852033,0.565875584
2019.04.01.19.15.18,129,0.206905737,0.351088434,0.458086356,0.430769231,0.313601117,0.403664483
2019.04.01.19.15.19,115,0.206905737,0.351088434,0.458086356,0.430769231,0.313601117,0.403664483
2019.04.01.19.15.19,115,0.596065525,0.241952114,0.052446334,0.330769231,0.426703377,0.349736805
2019.04.01.19.15.20,102,0.596065525,0.241952114,0.052446334,0.330769231,0.426703377,0.349736805
2019.04.01.19.15.20,102,0.226523839,0.3882747,0.321534305,0.476923077,0.327319743,0.41851623
2019.04.01.19.15.21,121,0.226523839,0.3882747,0.321534305,0.476923077,0.327319743,0.41851623
2019.04.01.19.15.21,121,0.182377786,0.404163111,0.464974079,0.392307692,0.29579492,0.382022596
2019.04.01.19.15.22,110,0.182377786,0.404163111,0.464974079,0.392307692,0.29579492,0.382022596
2019.04.01.19.15.22,110,0.398146657,0.891465269,0.154212408,0.484615385,0.449025711,0.48267695
2019.04.01.19.15.23,122,0.398146657,0.891465269,0.154212408,0.484615385,0.449025711,0.48267695
2019.04.01.19.15.23,122,0.014552006,0.531922991,0.72591182,0.453846154,0.26921333,0.437297166
2019.04.01.19.15.24,118,0.014552006,0.531922991,0.72591182,0.453846154,0.26921333,0.437297166
