TS,HR Raw,Smile,Raise Brow,Clench,Normalized HR,Pleasure,Arousal
2019.04.01.18.45.47,100,0.847497722,0.461828962,0.121666105,0.315384615,0.760857731,0.368827019
2019.04.01.18.45.47,85,0.847497722,0.461828962,0.121666105,0.2,0.737780808,0.30536548
2019.04.01.18.45.48,85,0.736915199,0.795593244,0.752757891,0.2,0.790235078,0.455723853
2019.04.01.18.45.48,85,0.736915199,0.795593244,0.752757891,0.2,0.790235078,0.455723853
2019.04.01.18.45.49,85,0.821202939,0.680676663,0.232648443,0.2,0.774242234,0.363152893
2019.04.01.18.45.49,66,0.821202939,0.680676663,0.232648443,0.053846154,0.745011465,0.282768278
2019.04.01.18.45.50,66,0.775201312,0.906637863,0.841672963,0.053846154,0.818905018,0.414714033
2019.04.01.18.45.50,74,0.775201312,0.906637863,0.841672963,0.115384615,0.83121271,0.448560187
2019.04.01.18.45.51,74,0.035642461,0.829881965,0.481838602,0.115384615,0.262186899,0.305277968
2019.04.01.18.45.51,91,0.035642461,0.829881965,0.481838602,0.246153846,0.288340745,0.377201045
2019.04.01.18.45.52,91,0.119382576,0.264065972,0.034472011,0.246153846,0.189058968,0.205306869
2019.04.01.18.45.52,94,0.119382576,0.264065972,0.034472011,0.269230769,0.193674352,0.217999177
2019.04.01.18.45.53,94,0.34797997,0.408057414,0.916619491,0.269230769,0.470705565,0.401979327
2019.04.01.18.45.53,66,0.34797997,0.408057414,0.916619491,0.053846154,0.427628642,0.283517788
2019.04.01.18.45.54,66,0.854051713,0.999528964,0.150069582,0.053846154,0.823518181,0.337436786
2019.04.01.18.45.54,89,0.854051713,0.999528964,0.150069582,0.230769231,0.858902796,0.434744478
2019.04.01.18.45.55,89,0.805729703,0.564188087,0.215454665,0.230769231,0.744547722,0.352651864
2019.04.01.18.45.55,92,0.805729703,0.564188087,0.215454665,0.253846154,0.749163107,0.365344172
2019.04.01.18.45.56,92,0.986748938,0.091362733,0.416575717,0.253846154,0.801423606,0.319049183
2019.04.01.18.45.56,87,0.986748938,0.091362733,0.416575717,0.215384615,0.793731298,0.297895336
2019.04.01.18.45.57,87,0.863127362,0.591282999,0.451121815,0.215384615,0.810634858,0.390699147
2019.04.01.18.45.57,95,0.863127362,0.591282999,0.451121815,0.276923077,0.82294255,0.424545301
2019.04.01.18.45.58,95,0.239064749,0.248986275,0.685747443,0.276923077,0.341101939,0.328873539
2019.04.01.18.45.58,95,0.239064749,0.248986275,0.685747443,0.276923077,0.341101939,0.328873539
2019.04.01.18.45.59,95,0.567904232,0.378395834,0.36580596,0.276923077,0.56517734,0.339648176
2019.04.01.18.45.59,76,0.567904232,0.378395834,0.36580596,0.130769231,0.535946571,0.259263561
2019.04.01.18.46.00,76,0.573356623,0.838791823,0.066148105,0.130769231,0.601876657,0.30693932
2019.04.01.18.46.00,86,0.573356623,0.838791823,0.066148105,0.207692308,0.617261272,0.349247012
2019.04.01.18.46.01,86,0.351805452,0.891996343,0.509392514,0.207692308,0.517140798,0.40421946
2019.04.01.18.46.01,94,0.351805452,0.891996343,0.509392514,0.269230769,0.52944849,0.438065614
2019.04.01.18.46.02,94,0.224566141,0.183962623,0.200350755,0.269230769,0.267870053,0.237378675
2019.04.01.18.46.02,78,0.224566141,0.183962623,0.200350755,0.146153846,0.243254668,0.169686367
2019.04.01.18.46.03,78,0.946589644,0.567454441,0.123233948,0.146153846,0.817657803,0.30701956
2019.04.01.18.46.03,94,0.946589644,0.567454441,0.123233948,0.269230769,0.842273188,0.374711868
2019.04.01.18.46.04,94,0.416542717,0.791219177,0.594860911,0.269230769,0.563155983,0.437204167
2019.04.01.18.46.04,60,0.416542717,0.791219177,0.594860911,0.007692308,0.51084829,0.293358013
2019.04.01.18.46.05,60,0.258933859,0.692894096,0.706376752,0.007692308,0.392008657,0.274659487
2019.04.01.18.46.05,83,0.258933859,0.692894096,0.706376752,0.184615385,0.427393272,0.371967179
2019.04.01.18.46.06,83,0.222757233,0.835000658,0.433030072,0.184615385,0.403156279,0.355768827
2019.04.01.18.46.06,63,0.222757233,0.835000658,0.433030072,0.030769231,0.372387048,0.271153443
2019.04.01.18.46.07,63,0.164545023,0.879884972,0.263472803,0.030769231,0.323659637,0.248875494
2019.04.01.18.46.07,94,0.164545023,0.879884972,0.263472803,0.269230769,0.371351945,0.38002934
2019.04.01.18.46.08,94,0.112647713,0.47878121,0.242973492,0.269230769,0.252753144,0.29154396
2019.04.01.18.46.08,80,0.112647713,0.47878121,0.242973492,0.161538462,0.231214683,0.232313191
2019.04.01.18.46.09,80,0.226925539,0.611934751,0.665026287,0.161538462,0.380045148,0.333679601
2019.04.01.18.46.09,84,0.226925539,0.611934751,0.665026287,0.192307692,0.386198995,0.350602678
2019.04.01.18.46.10,84,0.527404607,0.496536781,0.314296753,0.192307692,0.538381795,0.304961561
2019.04.01.18.46.10,62,0.527404607,0.496536781,0.314296753,0.023076923,0.504535641,0.211884638
2019.04.01.18.46.11,62,0.66791073,0.610353642,0.682745102,0.023076923,0.662498134,0.303965874
2019.04.01.18.46.11,83,0.66791073,0.610353642,0.682745102,0.184615385,0.694805827,0.392812028
2019.04.01.18.46.12,83,0.379142194,0.464628964,0.187542602,0.184615385,0.414002665,0.260509864
2019.04.01.18.46.12,93,0.379142194,0.464628964,0.187542602,0.261538462,0.429387281,0.302817556
2019.04.01.18.46.13,93,0.726498006,0.944962599,0.304902634,0.261538462,0.78033908,0.451223869
2019.04.01.18.46.13,88,0.726498006,0.944962599,0.304902634,0.223076923,0.772646772,0.430070023
2019.04.01.18.46.14,88,0.362072383,0.425627536,0.216645982,0.223076923,0.404856158,0.27652195
2019.04.01.18.46.14,82,0.362072383,0.425627536,0.216645982,0.176923077,0.395625389,0.251137335
2019.04.01.18.46.15,82,0.055714528,0.371879912,0.997106338,0.176923077,0.248471402,0.326821078
2019.04.01.18.46.15,82,0.055714528,0.371879912,0.997106338,0.176923077,0.248471402,0.326821078
2019.04.01.18.46.16,82,0.316370175,0.376695064,0.037928833,0.176923077,0.335975634,0.209973048
2019.04.01.18.46.16,70,0.316370175,0.376695064,0.037928833,0.084615385,0.317514096,0.159203817
2019.04.01.18.46.17,70,0.529734369,0.728284264,0.51623522,0.084615385,0.58501751,0.322604034
2019.04.01.18.46.17,65,0.529734369,0.728284264,0.51623522,0.046153846,0.577325202,0.301450188
2019.04.01.18.46.18,65,0.29065086,0.89720446,0.131986852,0.046153846,0.405325948,0.253688621
2019.04.01.18.46.18,86,0.29065086,0.89720446,0.131986852,0.207692308,0.437633641,0.342534775
2019.04.01.18.46.19,86,0.130006803,0.574604838,0.007585787,0.207692308,0.24822277,0.243290285
2019.04.01.18.46.19,60,0.130006803,0.574604838,0.007585787,0.007692308,0.20822277,0.133290285
2019.04.01.18.46.20,60,0.825347089,0.207716608,0.125726253,0.007692308,0.63339737,0.147167738
2019.04.01.18.46.20,95,0.825347089,0.207716608,0.125726253,0.276923077,0.687243524,0.295244661
2019.04.01.18.46.21,95,0.356525783,0.866307522,0.973657102,0.276923077,0.575579878,0.50727034
2019.04.01.18.46.21,70,0.356525783,0.866307522,0.973657102,0.084615385,0.53711834,0.40150111
2019.04.01.18.46.22,70,0.590634174,0.912699746,0.58795159,0.084615385,0.671702107,0.376334567
2019.04.01.18.46.22,82,0.590634174,0.912699746,0.58795159,0.176923077,0.690163645,0.427103797
2019.04.01.18.46.23,82,0.572561885,0.694852889,0.469489817,0.176923077,0.622097494,0.363957931
2019.04.01.18.46.23,94,0.572561885,0.694852889,0.469489817,0.269230769,0.640559033,0.414727162
2019.04.01.18.46.24,94,0.642538377,0.998425993,0.356623418,0.269230769,0.738970558,0.465509472
2019.04.01.18.46.24,85,0.642538377,0.998425993,0.356623418,0.2,0.725124404,0.427432549
2019.04.01.18.46.25,85,0.510715073,0.064970956,0.438805237,0.2,0.454375266,0.239886484
2019.04.01.18.46.25,66,0.510715073,0.064970956,0.438805237,0.053846154,0.425144496,0.159501869
2019.04.01.18.46.26,66,0.727504139,0.292096416,0.504192996,0.053846154,0.628860711,0.236414031
2019.04.01.18.46.26,95,0.727504139,0.292096416,0.504192996,0.276923077,0.673476095,0.359106339
2019.04.01.18.46.27,95,0.008828137,0.412318398,0.613800417,0.276923077,0.205408032,0.327724248
2019.04.01.18.46.27,68,0.008828137,0.412318398,0.613800417,0.069230769,0.163869571,0.213493479
2019.04.01.18.46.28,68,0.726869878,0.701078964,0.091476551,0.069230769,0.672018516,0.264701186
2019.04.01.18.46.28,77,0.726869878,0.701078964,0.091476551,0.138461538,0.68586467,0.302778109
2019.04.01.18.46.29,77,0.79328675,0.749472992,0.210834148,0.138461538,0.753971046,0.337002242
2019.04.01.18.46.29,65,0.79328675,0.749472992,0.210834148,0.046153846,0.735509507,0.286233011
2019.04.01.18.46.30,65,0.153059643,0.450295037,0.412504243,0.046153846,0.247681951,0.192625224
2019.04.01.18.46.30,88,0.153059643,0.450295037,0.412504243,0.223076923,0.283066567,0.289932916
2019.04.01.18.46.31,88,0.112947724,0.384728672,0.26416808,0.223076923,0.227041334,0.250558026
2019.04.01.18.46.31,67,0.112947724,0.384728672,0.26416808,0.061538462,0.194733642,0.161711873
2019.04.01.18.46.32,67,0.245178328,0.826622008,0.137993922,0.061538462,0.363056316,0.244387476
2019.04.01.18.46.32,89,0.245178328,0.826622008,0.137993922,0.230769231,0.39690247,0.3374644
2019.04.01.18.46.33,89,0.259190819,0.827683712,0.857105734,0.230769231,0.478834735,0.446944761
2019.04.01.18.46.33,82,0.259190819,0.827683712,0.857105734,0.176923077,0.468065505,0.417329377
2019.04.01.18.46.34,82,0.289850303,0.666331999,0.903955886,0.176923077,0.461941816,0.395152505
2019.04.01.18.46.34,71,0.289850303,0.666331999,0.903955886,0.092307692,0.445018739,0.348614044
2019.04.01.18.46.35,71,0.688013291,0.490228285,0.326898239,0.092307692,0.630806323,0.266650953
2019.04.01.18.46.35,72,0.688013291,0.490228285,0.326898239,0.1,0.632344785,0.270881722
2019.04.01.18.46.36,72,0.134440235,0.11220119,0.542194373,0.1,0.19076784,0.172213418
2019.04.01.18.46.36,90,0.134440235,0.11220119,0.542194373,0.238461538,0.218460148,0.248367264
2019.04.01.18.46.37,90,0.762928195,0.47144072,0.034639358,0.238461538,0.679494124,0.306930713
2019.04.01.18.46.38,79,0.762928195,0.47144072,0.034639358,0.153846154,0.662571047,0.260392252
2019.04.01.18.46.38,79,0.133124231,0.726982475,0.727935805,0.153846154,0.342146268,0.352514674
2019.04.01.18.46.39,73,0.133124231,0.726982475,0.727935805,0.107692308,0.332915499,0.327130058
2019.04.01.18.46.39,73,0.237500766,0.929835378,0.578004282,0.107692308,0.431556501,0.355648564
2019.04.01.18.46.40,90,0.237500766,0.929835378,0.578004282,0.238461538,0.457710347,0.427571641
2019.04.01.18.46.40,90,0.554830409,0.451579048,0.662059282,0.238461538,0.592595332,0.376261589
2019.04.01.18.46.41,86,0.554830409,0.451579048,0.662059282,0.207692308,0.586441486,0.359338512
2019.04.01.18.46.41,86,0.111338473,0.437296224,0.191414876,0.207692308,0.226076125,0.241536093
2019.04.01.18.46.42,84,0.111338473,0.437296224,0.191414876,0.192307692,0.222999202,0.233074554
2019.04.01.18.46.42,84,0.692657761,0.718567591,0.402245801,0.192307692,0.70726007,0.379085395
2019.04.01.18.46.43,88,0.692657761,0.718567591,0.402245801,0.223076923,0.713413916,0.396008472
2019.04.01.18.46.43,88,0.861753335,0.434202,0.12992454,0.223076923,0.747675573,0.315196722
2019.04.01.18.46.44,88,0.861753335,0.434202,0.12992454,0.223076923,0.747675573,0.315196722
2019.04.01.18.46.44,88,0.945616642,0.172424642,0.366759507,0.223076923,0.777707913,0.306752826
2019.04.01.18.46.45,64,0.945616642,0.172424642,0.366759507,0.038461538,0.740784836,0.205214365
2019.04.01.18.46.45,64,0.766759591,0.034600708,0.040280246,0.038461538,0.555372187,0.110791984
2019.04.01.18.46.46,97,0.766759591,0.034600708,0.040280246,0.292307692,0.606141418,0.250407368
2019.04.01.18.46.46,97,0.304503777,0.942292581,0.554348453,0.292307692,0.515507544,0.462830393
2019.04.01.18.46.47,68,0.304503777,0.942292581,0.554348453,0.069230769,0.470892159,0.340138085
2019.04.01.18.46.47,68,0.982441993,0.226598319,0.679099397,0.069230769,0.814785152,0.283505696
2019.04.01.18.46.48,93,0.982441993,0.226598319,0.679099397,0.261538462,0.853246691,0.389274927
2019.04.01.18.46.48,93,0.113144309,0.320025956,0.169030336,0.261538462,0.212416933,0.244520326
2019.04.01.18.46.49,77,0.113144309,0.320025956,0.169030336,0.138461538,0.187801549,0.176828019
2019.04.01.18.46.49,77,0.53909162,0.216906222,0.027933538,0.138461538,0.45123104,0.177634283
2019.04.01.18.46.50,91,0.53909162,0.216906222,0.027933538,0.246153846,0.472769502,0.236865053
2019.04.01.18.46.50,91,0.825778256,0.552312458,0.260545647,0.246153846,0.763792605,0.36750678
2019.04.01.18.46.51,82,0.825778256,0.552312458,0.260545647,0.176923077,0.749946451,0.329429857
2019.04.01.18.46.51,82,0.012242774,0.248182949,0.55012963,0.176923077,0.14860411,0.230688004
2019.04.01.18.46.52,88,0.012242774,0.248182949,0.55012963,0.223076923,0.157834879,0.256072619
2019.04.01.18.46.52,88,0.019110435,0.025871782,0.417010255,0.223076923,0.104868071,0.192329246
2019.04.01.18.46.53,72,0.019110435,0.025871782,0.417010255,0.1,0.080252686,0.124636938
2019.04.01.18.46.53,72,0.213176143,0.471617728,0.978235105,0.1,0.361370356,0.317376426
2019.04.01.18.46.54,83,0.213176143,0.471617728,0.978235105,0.184615385,0.378293433,0.363914887
2019.04.01.18.46.54,83,0.099747999,0.402848146,0.539012537,0.184615385,0.241217559,0.272934771
2019.04.01.18.46.55,71,0.099747999,0.402848146,0.539012537,0.092307692,0.222756021,0.22216554
2019.04.01.18.46.55,71,0.74604353,0.984957172,0.703099403,0.092307692,0.807993384,0.427829929
2019.04.01.18.46.56,74,0.74604353,0.984957172,0.703099403,0.115384615,0.812608769,0.440522236
2019.04.01.18.46.56,74,0.852847399,0.111975043,0.557935064,0.115384615,0.698258618,0.254831547
2019.04.01.18.46.57,70,0.852847399,0.111975043,0.557935064,0.084615385,0.692104771,0.23790847
2019.04.01.18.46.57,70,0.592724503,0.63887424,0.06127108,0.084615385,0.565732185,0.242776422
2019.04.01.18.46.58,97,0.592724503,0.63887424,0.06127108,0.292307692,0.607270646,0.357007191
2019.04.01.18.46.58,97,0.486544071,0.235565576,0.773377926,0.292307692,0.523493296,0.372543442
2019.04.01.18.46.59,72,0.486544071,0.235565576,0.773377926,0.1,0.485031757,0.266774211
2019.04.01.18.46.59,72,0.870847052,0.76904951,0.297773447,0.1,0.813180183,0.340560624
2019.04.01.18.47.00,63,0.870847052,0.76904951,0.297773447,0.030769231,0.799334029,0.302483701
2019.04.01.18.47.00,63,0.115969643,0.506654371,0.826399846,0.030769231,0.271303455,0.253810892
2019.04.01.18.47.01,85,0.115969643,0.506654371,0.826399846,0.2,0.305149609,0.346887815
2019.04.01.18.47.01,85,0.483866699,0.428716947,0.988502056,0.2,0.563300285,0.392405368
2019.04.01.18.47.02,83,0.483866699,0.428716947,0.988502056,0.184615385,0.560223361,0.383943829
2019.04.01.18.47.02,83,0.114743821,0.42992643,0.991171649,0.184615385,0.302346202,0.347673877
2019.04.01.18.47.03,94,0.114743821,0.42992643,0.991171649,0.269230769,0.319269279,0.394212339
2019.04.01.18.47.03,94,0.973409565,0.254497203,0.267353892,0.269230769,0.812867679,0.336420404
2019.04.01.18.47.04,62,0.973409565,0.254497203,0.267353892,0.023076923,0.76363691,0.201035789
2019.04.01.18.47.04,62,0.055989863,0.41867227,0.206402982,0.023076923,0.148183041,0.132986195
2019.04.01.18.47.05,91,0.055989863,0.41867227,0.206402982,0.246153846,0.192798425,0.255678503
2019.04.01.18.47.05,91,0.517933451,0.801358424,0.331719411,0.246153846,0.605227811,0.397207557
2019.04.01.18.47.06,70,0.517933451,0.801358424,0.331719411,0.084615385,0.572920118,0.308361403
2019.04.01.18.47.06,70,0.558547257,0.186250075,0.798134216,0.084615385,0.524969593,0.259363335
2019.04.01.18.47.07,75,0.558547257,0.186250075,0.798134216,0.123076923,0.532661901,0.280517181
2019.04.01.18.47.07,75,0.968134215,0.7039178,0.910433236,0.123076923,0.934136219,0.441854274
2019.04.01.18.47.08,94,0.968134215,0.7039178,0.910433236,0.269230769,0.963366988,0.52223889
2019.04.01.18.47.08,94,0.397165362,0.89564117,0.177395942,0.269230769,0.528729735,0.393531085
2019.04.01.18.47.09,80,0.397165362,0.89564117,0.177395942,0.161538462,0.507191274,0.334300315
2019.04.01.18.47.09,80,0.790931254,0.940014239,0.574512415,0.161538462,0.831413659,0.442118989
2019.04.01.18.47.10,100,0.790931254,0.940014239,0.574512415,0.315384615,0.86218289,0.526734374
2019.04.01.18.47.10,100,0.340808083,0.144053683,0.038620296,0.315384615,0.334315347,0.242146128
2019.04.01.18.47.11,69,0.340808083,0.144053683,0.038620296,0.076923077,0.28662304,0.110992282
2019.04.01.18.47.11,69,0.990553771,0.615966539,0.169275126,0.076923077,0.848893075,0.289947646
2019.04.01.18.47.12,91,0.990553771,0.615966539,0.169275126,0.246153846,0.882739229,0.383024569
